Optimism Geth Workshop,Wave/Round,Term,Amount (Token),Amount (USD)
dOrg Hot Seat Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$239.02
Bitcoin Design Foundation,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$239.01
Plum - Inclusive Web3 Security,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.75
Inbest Program,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.62
yAcademy Auditing Fellowships,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.61
DAOESCO & DAO Palace,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$238.22
B Labs,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$237.38
Earthist Network,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$236.28
AA Chinese Community,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$233.06
Hamar Social Labs: Onboarding Grassroots NGOs on Web3 with Flexible Funding and Capacity Building Opportunities,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$232.61
Cryptoamigos,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$230.92
BanklessUA,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$230.35
Web3Matters Weekly（馬特週報）,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$229.10
MUC.xyz,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$227.53
Fork DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$225.89
BEE APICULTURE,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$225.00
DIVE INTO CRYPTO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$224.74
El Método / Workshop to became a web3 Musician,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$223.88
Onchain Experiments,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$223.25
web3-oasis,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$222.07
Nebula Web3 Brazil,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$221.47
Empowering Builders: How To DAO Educational Initiative,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$221.16
Rooftop,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$220.04
ReFi Paramaribo | Innovators Buzz: An innovative community rooted in regeneration & technology,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$218.68
Global Events,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$218.25
Build days and growth of university communities by OWA,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$214.01
Web3 Talks Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$213.46
AGRii DAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$207.84
Salman Needs A Job,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$206.47
Prison Pets - NFT Comic 18+,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$205.02
txstreet,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$204.43
AQKU Blockchain para Peru,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$200.86
Blind dev community,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$200.09
ReFi Generation Podcast,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$198.13
tokensight,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$197.60
XFounders,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$195.37
Flexart,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$193.93
Borderless  Web3 Tech Clubs in Campuses,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$191.63
SqrDAO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$191.30
Web3 Deliberative Governance - Decision Legos,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$190.90
Arabic Web3 - Educational Hub,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$189.52
Glosseta,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$183.20
ETH Volcano 🌋 🇸🇻,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$183.15
AW House,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$179.36
MrCrypto Arabic,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$179.15
Oakchain,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$176.54
El Holder,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$173.21
OpenUX: Open Source Web3 UX-Insights,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$172.70
W3 Project Hub │ W3展報,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$172.11
Wake Oops,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$168.74
ETHChicago,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$166.93
web3 Warri,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$166.81
Web3DC,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$161.84
OpenBuild,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$161.75
DeFinomics Labs,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$157.07
Crypto Mondays,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$156.76
Mercadonft,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$153.42
Admiano,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$152.65
Archimedes' Lever,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$151.94
CoinEasy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$147.06
AuditDB,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$145.00
CoinVedanta,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$141.44
Eden Creators,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$141.12
Exploring Post-Capitalist Crypto Pathways,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$137.70
Ramada - Cafe Coworking Cripto by ETHCALI,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$136.79
Know the Blocks Maven,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$126.06
The BlkChain,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$125.94
登链社区(Upchain),GG19 Cluster QF Web3 Community & Education,Nov 2023,,$123.20
Blockchain Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$122.69
Criptec,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$122.63
Venture Miner Academy,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$119.61
Meliora: Gamified Web3 Learning,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$115.03
Web3 Grant Proposal: Empowering LGBTQIA+ Communities with Choice,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$109.90
Nomad Matters 遊牧者計畫,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$102.52
Collabin ID: Learn And Plant - Web3 Climate Action,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$102.21
Uncommons,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$101.93
The Creator Economy IMO,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$94.45
Moongate,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$88.06
Ethereum Edmonton,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$87.75
Tradao,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$85.62
Dspyt-CodeVerse,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$85.42
KriptoBetyár,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$77.37
SODIUM: Illuminating Oakland’s Creative Power with Web3,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$74.68
Poly Raiders (Proof of Charity),GG19 Cluster QF Web3 Community & Education,Nov 2023,,$74.51
Antisat,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$73.48
EVR,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$70.84
Web3 with Dhee Cohort: Basics to Intermediate of Web3,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$69.80
Youth In Crypto,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$68.45
Gemma’s Artist DAO & Grants Program,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$67.66
Global Outreach Program: Universities,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$64.67
Afro Blockchain Carnival,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$61.32
Ledgerback Digital Commons Research Cooperative,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$59.98
Delta Dao- A Web3 Educational Initiative for Girls,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$55.61
Protector,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$53.48
Greenpill Kenya,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$48.79
WAMO 2023 Chiangmai,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$44.54
refi node ile-ife Nigeria,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$39.48
Empowering Web3 Education with GetCrypto Card Game,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$27.74
Learn Self-Custody with irish,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$25.29
Unknown blog,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$23.04
inDemniFi Crypto,GG19 Cluster QF Web3 Community & Education,Nov 2023,,$6.99
ethers.js,GG20 Developer Tooling & Libraries,May 2024,,"$29,637.50"
OpenZeppelin Contracts,GG20 Developer Tooling & Libraries,May 2024,,"$23,281.82"
"Blockscout Block Explorer - Decentralized, Open-Source, Transparent Block Explorer for All Chains",GG20 Developer Tooling & Libraries,May 2024,,"$17,741.54"
Swiss-Knife.xyz,GG20 Developer Tooling & Libraries,May 2024,,"$16,518.84"
Wagmi,GG20 Developer Tooling & Libraries,May 2024,,"$16,243.91"
Solady,GG20 Developer Tooling & Libraries,May 2024,,"$15,978.18"
Otterscan,GG20 Developer Tooling & Libraries,May 2024,,"$15,915.01"
Viem,GG20 Developer Tooling & Libraries,May 2024,,"$13,306.72"
ZK Email,GG20 Developer Tooling & Libraries,May 2024,,"$12,276.94"
Scaffold-ETH2,GG20 Developer Tooling & Libraries,May 2024,,"$11,238.03"
Open Source Observer,GG20 Developer Tooling & Libraries,May 2024,,"$8,806.21"
Ape Framework,GG20 Developer Tooling & Libraries,May 2024,,"$8,637.13"
Web3.js,GG20 Developer Tooling & Libraries,May 2024,,"$8,459.69"
Gaslite,GG20 Developer Tooling & Libraries,May 2024,,"$8,287.13"
Astral,GG20 Developer Tooling & Libraries,May 2024,,"$8,220.15"
Zk- Block | Tools for Zk & Web3 Dapps,GG20 Developer Tooling & Libraries,May 2024,,"$8,097.76"
web3.py,GG20 Developer Tooling & Libraries,May 2024,,"$6,410.32"
ethui,GG20 Developer Tooling & Libraries,May 2024,,"$5,792.44"
Unlock Protocol,GG20 Developer Tooling & Libraries,May 2024,,"$4,811.65"
Vue Dapp,GG20 Developer Tooling & Libraries,May 2024,,"$4,741.89"
Blocknative,GG20 Developer Tooling & Libraries,May 2024,,"$3,989.54"
Nexth - A Next.js + Ethereum starter kit,GG20 Developer Tooling & Libraries,May 2024,,"$3,806.82"
RoutineHub Web3 Services,GG20 Developer Tooling & Libraries,May 2024,,"$3,742.12"
Pentacle,GG20 Developer Tooling & Libraries,May 2024,,"$3,335.52"
OrbitDB,GG20 Developer Tooling & Libraries,May 2024,,"$3,249.40"
W3GPT,GG20 Developer Tooling & Libraries,May 2024,,"$3,236.12"
Synpress,GG20 Developer Tooling & Libraries,May 2024,,"$3,127.52"
Loop Decoder,GG20 Developer Tooling & Libraries,May 2024,,"$2,781.47"
Bonadocs,GG20 Developer Tooling & Libraries,May 2024,,"$2,762.68"
Iggy - Web3 Social Framework,GG20 Developer Tooling & Libraries,May 2024,,"$2,662.73"
EVMcrispr,GG20 Developer Tooling & Libraries,May 2024,,"$2,548.71"
Morpheus,GG20 Developer Tooling & Libraries,May 2024,,"$2,335.93"
PLUME: Enabling Private Voting on Ethereum via ERC 7524,GG20 Developer Tooling & Libraries,May 2024,,"$2,113.79"
Hyperledger Web3j,GG20 Developer Tooling & Libraries,May 2024,,"$1,794.76"
variance,GG20 Developer Tooling & Libraries,May 2024,,"$1,755.97"
The cadCAD Foundation,GG20 Developer Tooling & Libraries,May 2024,,"$1,654.91"
⚡ TurboETH,GG20 Developer Tooling & Libraries,May 2024,,"$1,597.98"
Ronan/wighawag and Etherplay,GG20 Developer Tooling & Libraries,May 2024,,"$1,520.40"
framelib,GG20 Developer Tooling & Libraries,May 2024,,"$1,481.75"
NacDB Distributed Database,GG20 Developer Tooling & Libraries,May 2024,,"$1,208.57"
Solide Smart Contract Knowledge Hub,GG20 Developer Tooling & Libraries,May 2024,,"$1,105.50"
DappReader,GG20 Developer Tooling & Libraries,May 2024,,$836.68
lazy-etherscan,GG20 Developer Tooling & Libraries,May 2024,,$800.32
simple-optimism-node Maintenance,GG20 Developer Tooling & Libraries,May 2024,,$790.87
Web3stash Library,GG20 Developer Tooling & Libraries,May 2024,,$730.64
Kredeum NFTs Factory,GG20 Developer Tooling & Libraries,May 2024,,$626.45
NFC wallet,GG20 Hackathon Alumni,May 2024,,"$10,000.00"
WalletX | A Gasless Smart Wallet,GG20 Hackathon Alumni,May 2024,,"$7,601.57"
Fluidpay,GG20 Hackathon Alumni,May 2024,,"$7,244.97"
RejuvenateAI,GG20 Hackathon Alumni,May 2024,,"$6,126.70"
Mosaic: Earn rewards for using your favorite web3 apps and protocols,GG20 Hackathon Alumni,May 2024,,"$3,803.70"
Breadchain Cooperative,GG20 Hackathon Alumni,May 2024,,"$3,616.15"
Gnomish,GG20 Hackathon Alumni,May 2024,,"$2,806.33"
UPstore,GG20 Hackathon Alumni,May 2024,,"$2,761.19"
Bulwark,GG20 Hackathon Alumni,May 2024,,"$2,739.91"
"Blockhead: portfolio tracker, block explorer and web3 browser",GG20 Hackathon Alumni,May 2024,,"$2,715.12"
Network of Trust,GG20 Hackathon Alumni,May 2024,,"$2,592.32"
Goalz: Decentralized Savings Goals App 🏦💡,GG20 Hackathon Alumni,May 2024,,"$2,542.35"
DAO Driven,GG20 Hackathon Alumni,May 2024,,"$2,505.14"
DeStealth,GG20 Hackathon Alumni,May 2024,,"$2,473.39"
LensView,GG20 Hackathon Alumni,May 2024,,"$2,404.14"
DAO Coalition,GG20 Hackathon Alumni,May 2024,,"$2,345.29"
hashlists,GG20 Hackathon Alumni,May 2024,,"$2,278.68"
Astral,GG20 Hackathon Alumni,May 2024,,"$2,074.81"
Monas,GG20 Hackathon Alumni,May 2024,,"$2,044.24"
Hyperion Team: Gitcoin Donation Frame,GG20 Hackathon Alumni,May 2024,,"$1,908.57"
DynOS 95,GG20 Hackathon Alumni,May 2024,,"$1,806.87"
AndiLending,GG20 Hackathon Alumni,May 2024,,"$1,778.28"
Margari,GG20 Hackathon Alumni,May 2024,,"$1,774.51"
AI Swarm,GG20 Hackathon Alumni,May 2024,,"$1,610.78"
CamelotV2 Adapter,GG20 Hackathon Alumni,May 2024,,"$1,542.43"
Stogram,GG20 Hackathon Alumni,May 2024,,"$1,529.78"
Yap Bay,GG20 Hackathon Alumni,May 2024,,"$1,385.16"
FundIt,GG20 Hackathon Alumni,May 2024,,"$1,379.90"
Patient Analytics ZKP,GG20 Hackathon Alumni,May 2024,,"$1,199.60"
Dspyt-CodeVerse,GG20 Hackathon Alumni,May 2024,,"$1,192.09"
Universal Bluecheck,GG20 Hackathon Alumni,May 2024,,"$1,084.20"
Atletz,GG20 Hackathon Alumni,May 2024,,$945.01
Chatafisha,GG20 Hackathon Alumni,May 2024,,$920.17
web3.js Faucet Plugin for Testnets,GG20 Hackathon Alumni,May 2024,,$865.66
Agents With Benefits,GG20 Hackathon Alumni,May 2024,,$830.21
$CODEX: Photosynthetic Finance,GG20 Hackathon Alumni,May 2024,,$817.69
Safe2Link,GG20 Hackathon Alumni,May 2024,,$810.22
Bitsave Protocol,GG20 Hackathon Alumni,May 2024,,$800.08
Ecco,GG20 Hackathon Alumni,May 2024,,$605.24
AdLand,GG20 Hackathon Alumni,May 2024,,$540.17
Privacy and Agreement Protocol -Privaseal,GG20 Hackathon Alumni,May 2024,,$531.23
HonorCode,GG20 Hackathon Alumni,May 2024,,$522.80
dTrials,GG20 Hackathon Alumni,May 2024,,$495.98
chatWallet,GG20 Hackathon Alumni,May 2024,,$422.26
Perpetual Organization Architect,GG20 Hackathon Alumni,May 2024,,$366.45
Coordination-Play,GG20 Hackathon Alumni,May 2024,,$359.55
Sadaiv,GG20 Hackathon Alumni,May 2024,,$328.83
EVM Trace,GG20 Hackathon Alumni,May 2024,,$269.87
A Bank for DAOs,GG20 Hackathon Alumni,May 2024,,$222.81
Euterpe,GG20 Hackathon Alumni,May 2024,,$196.73
FlashTrader,GG20 Hackathon Alumni,May 2024,,$180.41
Stallion Stake,GG20 Hackathon Alumni,May 2024,,$100.46
DefiLlama,GG20 Web3 Infrastructure,May 2024,,"$30,000.00"
L2BEAT,GG20 Web3 Infrastructure,May 2024,,"$25,206.51"
Umbra,GG20 Web3 Infrastructure,May 2024,,"$17,320.06"
Dappnode,GG20 Web3 Infrastructure,May 2024,,"$16,168.75"
Ethereum Attestation Service (EAS),GG20 Web3 Infrastructure,May 2024,,"$16,022.07"
Ethscriptions,GG20 Web3 Infrastructure,May 2024,,"$15,445.77"
EthStaker,GG20 Web3 Infrastructure,May 2024,,"$15,151.21"
Pheasant Network,GG20 Web3 Infrastructure,May 2024,,"$13,108.00"
MiniBridge,GG20 Web3 Infrastructure,May 2024,,"$11,619.29"
The Tor Project,GG20 Web3 Infrastructure,May 2024,,"$9,908.47"
beaconcha.in,GG20 Web3 Infrastructure,May 2024,,"$9,502.63"
BrightID 🔆 Universal Proof of Uniqueness,GG20 Web3 Infrastructure,May 2024,,"$8,719.52"
IDENA,GG20 Web3 Infrastructure,May 2024,,"$7,377.41"
ZKT Network,GG20 Web3 Infrastructure,May 2024,,"$7,343.58"
eth.limo,GG20 Web3 Infrastructure,May 2024,,"$7,043.45"
Gitcoin Grants Data Portal,GG20 Web3 Infrastructure,May 2024,,"$5,560.50"
Lighthouse by Sigma Prime,GG20 Web3 Infrastructure,May 2024,,"$5,217.78"
Ethereum Tag Service,GG20 Web3 Infrastructure,May 2024,,"$4,946.71"
Ethereum on ARM,GG20 Web3 Infrastructure,May 2024,,"$4,806.41"
NFT.Storage,GG20 Web3 Infrastructure,May 2024,,"$4,599.55"
Open to the Public,GG20 Web3 Infrastructure,May 2024,,"$3,994.43"
Proof of passport,GG20 Web3 Infrastructure,May 2024,,"$3,738.53"
Lodestar,GG20 Web3 Infrastructure,May 2024,,"$3,047.46"
ETHPaymaster,GG20 Web3 Infrastructure,May 2024,,"$2,898.25"
Shielded Voting by Shutter Network,GG20 Web3 Infrastructure,May 2024,,"$2,550.45"
LunarDAO,GG20 Web3 Infrastructure,May 2024,,"$2,295.91"
NiceNode,GG20 Web3 Infrastructure,May 2024,,"$2,285.91"
PORTERS,GG20 Web3 Infrastructure,May 2024,,"$2,278.69"
Inverter Network,GG20 Web3 Infrastructure,May 2024,,"$1,983.90"
Candide,GG20 Web3 Infrastructure,May 2024,,"$1,832.92"
Commons Stack,GG20 Web3 Infrastructure,May 2024,,"$1,679.34"
Zerokit,GG20 Web3 Infrastructure,May 2024,,"$1,584.64"
eth-wizard: An Ethereum validator installation wizard,GG20 Web3 Infrastructure,May 2024,,"$1,555.03"
Ephemery Testnet,GG20 Web3 Infrastructure,May 2024,,"$1,538.07"
Rantom,GG20 Web3 Infrastructure,May 2024,,"$1,478.40"
Circuitscan,GG20 Web3 Infrastructure,May 2024,,"$1,447.62"
ArbitrumHub - The Gateway to Seamless Navigation and Exploration in the ArbitrumDAO Ecosystem,GG20 Web3 Infrastructure,May 2024,,"$1,430.78"
Wizard Bridge EVM,GG20 Web3 Infrastructure,May 2024,,"$1,428.53"
Ethereum Staking Guides by CoinCashew,GG20 Web3 Infrastructure,May 2024,,"$1,415.82"
Flexible Voting,GG20 Web3 Infrastructure,May 2024,,"$1,395.48"
DAOstar,GG20 Web3 Infrastructure,May 2024,,"$1,213.21"
libp2p General,GG20 Web3 Infrastructure,May 2024,,"$1,147.63"
FileMarket,GG20 Web3 Infrastructure,May 2024,,"$1,117.59"
Epoch Protocol,GG20 Web3 Infrastructure,May 2024,,"$1,116.54"
Seed Protocol by JournoDAO,GG20 Web3 Infrastructure,May 2024,,$962.90
Abundance Protocol,GG20 Web3 Infrastructure,May 2024,,$907.42
IPFS Implementations,GG20 Web3 Infrastructure,May 2024,,$907.18
Stereum - Ethereum Node Installer & Manager,GG20 Web3 Infrastructure,May 2024,,$893.73
Bonding Curve Research Group (BCRG),GG20 Web3 Infrastructure,May 2024,,$888.97
nim-libp2p,GG20 Web3 Infrastructure,May 2024,,$881.55
MigaLabs,GG20 Web3 Infrastructure,May 2024,,$831.04
Silius  - ERC-4337 bundler,GG20 Web3 Infrastructure,May 2024,,$821.52
Node Crawler - Ethernets.io,GG20 Web3 Infrastructure,May 2024,,$817.95
AuditDB,GG20 Web3 Infrastructure,May 2024,,$770.97
Ultimate Digits,GG20 Web3 Infrastructure,May 2024,,$734.77
Opti.Domains | Scale ENS to OP,GG20 Web3 Infrastructure,May 2024,,$730.63
Proof of Philanthropy: A Verifiable Giving Pledge for the Modern Age,GG20 Web3 Infrastructure,May 2024,,$642.92
RPCh,GG20 Web3 Infrastructure,May 2024,,$628.99
quic-go,GG20 Web3 Infrastructure,May 2024,,$613.94
OnChainTrust,GG20 Web3 Infrastructure,May 2024,,$573.52
Rings Network,GG20 Web3 Infrastructure,May 2024,,$571.19
CrossSync Protocol,GG20 Web3 Infrastructure,May 2024,,$567.02
"Blockhead: portfolio tracker, block explorer and web3 browser",GG20 Web3 Infrastructure,May 2024,,$565.23
eth-pkg,GG20 Web3 Infrastructure,May 2024,,$562.92
True Network,GG20 Web3 Infrastructure,May 2024,,$532.48
Supermajority.info,GG20 Web3 Infrastructure,May 2024,,$519.11
IERC Protocol,GG20 Web3 Infrastructure,May 2024,,$510.64
EIP-7265 Alliance - securing the future of ethereum,GG20 Web3 Infrastructure,May 2024,,$487.74
Louper - The Ethereum Diamond Inspector,GG20 Web3 Infrastructure,May 2024,,$364.44
Lakat 📜,GG20 Web3 Infrastructure,May 2024,,$299.29
Dessage,GG20 Web3 Infrastructure,May 2024,,$270.58
"Interplanetary Shipyard: go-libp2p, js-libp2p, rust-libp2p",GG20 Web3 Infrastructure,May 2024,,$207.67
IPC Explorer,GG20 Web3 Infrastructure,May 2024,,$202.53
ICDevs.org,GG20 Web3 Infrastructure,May 2024,,$163.29
ProbeLab: Measurement Tooling for Web3 P2P Networks,GG20 Web3 Infrastructure,May 2024,,$45.10
Hey.xyz (formerly Lenster),GG20 dApps & Apps,May 2024,,"$15,000.00"
Revoke.cash,GG20 dApps & Apps,May 2024,,"$15,000.00"
JediSwap,GG20 dApps & Apps,May 2024,,"$15,000.00"
IDriss - A more usable web3 for everyone,GG20 dApps & Apps,May 2024,,"$15,000.00"
Event Horizon,GG20 dApps & Apps,May 2024,,"$12,091.86"
rotki,GG20 dApps & Apps,May 2024,,"$10,909.73"
Smold.app,GG20 dApps & Apps,May 2024,,"$10,623.26"
Giveth,GG20 dApps & Apps,May 2024,,"$8,839.72"
Tape (formerly Lenstube),GG20 dApps & Apps,May 2024,,"$8,417.10"
RubyScore,GG20 dApps & Apps,May 2024,,"$8,322.25"
ShapeShift DAO,GG20 dApps & Apps,May 2024,,"$8,248.94"
Masca,GG20 dApps & Apps,May 2024,,"$7,607.37"
GovScore,GG20 dApps & Apps,May 2024,,"$7,041.23"
POAPin,GG20 dApps & Apps,May 2024,,"$6,630.44"
Tally Zero,GG20 dApps & Apps,May 2024,,"$6,448.08"
Yoki Finance,GG20 dApps & Apps,May 2024,,"$5,974.33"
Unitap,GG20 dApps & Apps,May 2024,,"$5,885.82"
Carmine Finance,GG20 dApps & Apps,May 2024,,"$5,569.85"
Hypercerts Foundation,GG20 dApps & Apps,May 2024,,"$5,013.43"
Bankless Academy,GG20 dApps & Apps,May 2024,,"$4,803.93"
Karma GAP,GG20 dApps & Apps,May 2024,,"$4,402.41"
Glo Dollar,GG20 dApps & Apps,May 2024,,"$3,900.89"
Tonspay,GG20 dApps & Apps,May 2024,,"$3,525.27"
Streaming Quadratic Funding,GG20 dApps & Apps,May 2024,,"$3,498.15"
Citizen Wallet,GG20 dApps & Apps,May 2024,,"$3,304.24"
Kleo Network,GG20 dApps & Apps,May 2024,,"$3,264.21"
ZKP2P Fiat On Ramp,GG20 dApps & Apps,May 2024,,"$3,191.39"
growthepie.xyz 🥧📏 - Usage Data and Analytics for Ethereum Scaling Solutions,GG20 dApps & Apps,May 2024,,"$3,041.97"
MetaMail,GG20 dApps & Apps,May 2024,,"$3,006.35"
LexDAO,GG20 dApps & Apps,May 2024,,"$2,998.94"
Funding the Commons,GG20 dApps & Apps,May 2024,,"$2,798.25"
Mirror,GG20 dApps & Apps,May 2024,,"$2,646.41"
ENS Wayback Machine,GG20 dApps & Apps,May 2024,,"$2,522.38"
Vocdoni - Secure digital voting,GG20 dApps & Apps,May 2024,,"$2,444.49"
MetaGame,GG20 dApps & Apps,May 2024,,"$2,301.97"
Rankify,GG20 dApps & Apps,May 2024,,"$2,237.12"
GiveStation,GG20 dApps & Apps,May 2024,,"$2,194.97"
Treegens🌳,GG20 dApps & Apps,May 2024,,"$1,861.68"
Superchain Eco dApps,GG20 dApps & Apps,May 2024,,"$1,803.39"
ScoreFront,GG20 dApps & Apps,May 2024,,"$1,718.19"
Dig DAO,GG20 dApps & Apps,May 2024,,"$1,569.09"
Metagov,GG20 dApps & Apps,May 2024,,"$1,488.66"
DefiLab.xyz,GG20 dApps & Apps,May 2024,,"$1,470.51"
"Pairwise: Simplifying Choices, Amplifying Voices",GG20 dApps & Apps,May 2024,,"$1,466.41"
BerryLab,GG20 dApps & Apps,May 2024,,"$1,459.06"
JobStash,GG20 dApps & Apps,May 2024,,"$1,449.44"
Smoothly,GG20 dApps & Apps,May 2024,,"$1,418.34"
Kiwi News,GG20 dApps & Apps,May 2024,,"$1,377.81"
Social Layer,GG20 dApps & Apps,May 2024,,"$1,296.75"
Polysport,GG20 dApps & Apps,May 2024,,"$1,295.07"
Praise,GG20 dApps & Apps,May 2024,,"$1,216.44"
Greenpill Dev Guild,GG20 dApps & Apps,May 2024,,"$1,201.50"
Bloom Network,GG20 dApps & Apps,May 2024,,"$1,199.80"
rolod0x,GG20 dApps & Apps,May 2024,,"$1,167.86"
Toaster Finance,GG20 dApps & Apps,May 2024,,"$1,155.72"
Grant Ships,GG20 dApps & Apps,May 2024,,"$1,112.85"
Using ZK for game optimization in Dark Forest,GG20 dApps & Apps,May 2024,,"$1,082.63"
Ethereum Localization Service,GG20 dApps & Apps,May 2024,,"$1,059.81"
Starksheet,GG20 dApps & Apps,May 2024,,"$1,035.73"
Protocol Explorer,GG20 dApps & Apps,May 2024,,$985.41
Qortal,GG20 dApps & Apps,May 2024,,$968.13
WUW Whatever Fi,GG20 dApps & Apps,May 2024,,$961.28
BCard,GG20 dApps & Apps,May 2024,,$942.95
College DAO,GG20 dApps & Apps,May 2024,,$941.39
OurNetwork,GG20 dApps & Apps,May 2024,,$936.70
1Hive Gardens,GG20 dApps & Apps,May 2024,,$934.68
RWA x Public Goods | BASIN,GG20 dApps & Apps,May 2024,,$910.83
Amet Finance,GG20 dApps & Apps,May 2024,,$888.34
GrantsScope - Grantee Discovery Using LLMs,GG20 dApps & Apps,May 2024,,$867.56
"C–ATTS, Composite Attestations",GG20 dApps & Apps,May 2024,,$838.13
dm3 protocol - the interoperability initiative,GG20 dApps & Apps,May 2024,,$836.38
viaPrize,GG20 dApps & Apps,May 2024,,$829.86
datalatte,GG20 dApps & Apps,May 2024,,$821.89
Helios - High Impact Solar in Emerging Markets,GG20 dApps & Apps,May 2024,,$816.02
